STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,GEOID_2020,COUNTY,StateDesc,STATEABBR,LOCATION,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,SPL_EJI_CBM,RPL_EJI_CBM,E_MINRTY,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,E_POV200,EPL_POV200,E_NOHSDP,EPL_NOHSDP,E_UNEMP,EPL_UNEMP,E_RENTER,EPL_RENTER,E_HOUBDN,EPL_HOUBDN,E_UNINSUR,EPL_UNINSUR,E_NOINT,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,E_AGE65,EPL_AGE65,E_AGE17,EPL_AGE17,E_DISABL,EPL_DISABL,E_LIMENG,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,E_MOBILE,EPL_MOBILE,E_GROUPQ,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,E_OZONE,EPL_OZONE,E_PM,EPL_PM,E_DSLPM,EPL_DSLPM,E_TOTCR,EPL_TOTCR,SPL_EBM_DOM1,RPL_EBM_DOM1,E_NPL,EPL_NPL,E_TRI,EPL_TRI,E_TSD,EPL_TSD,E_RMP,EPL_RMP,E_COAL,EPL_COAL,E_LEAD,EPL_LEAD,SPL_EBM_DOM2,RPL_EBM_DOM2,E_PARK,EPL_PARK,E_HOUAGE,EPL_HOUAGE,E_WLKIND,EPL_WLKIND,SPL_EBM_DOM3,RPL_EBM_DOM3,E_RAIL,EPL_RAIL,E_ROAD,EPL_ROAD,E_AIRPRT,EPL_AIRPRT,SPL_EBM_DOM4,RPL_EBM_DOM4,E_IMPWTR,EPL_IMPWTR,F_IMPWTR,SPL_EBM_DOM5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,E_ASTHMA,EPL_ASTHMA,F_ASTHMA,E_CANCER,EPL_CANCER,F_CANCER,E_CHD,EPL_CHD,F_CHD,E_MHLTH,EPL_MHLTH,F_MHLTH,E_DIABETES,EPL_DIABETES,F_DIABETES,F_HVM,RPL_HVM,E_NEHD,EPL_NEHD,SPL_CBM_DOM1,RPL_CBM_DOM1,E_BURN,EPL_BURN,E_SMOKE,EPL_SMOKE,SPL_CBM_DOM2,RPL_CBM_DOM2,E_CFLD,EPL_CFLD,F_CFLD,E_DRGT,EPL_DRGT,F_DRGT,E_HRCN,EPL_HRCN,F_HRCN,E_RFLD,EPL_RFLD,F_RFLD,E_SWND,EPL_SWND,F_SWND,E_TRND,EPL_TRND,F_TRND,SPL_CBM_DOM3,RPL_CBM_DOM3,SPL_CBM,RPL_CBM,AFAM,E_AFAM,HISP,E_HISP,ASIAN,E_ASIAN,AIAN,E_AIAN,NHPI,E_NHPI,TWOMORE,E_TWOMORE,OTHERRACE,E_OTHERRACE,Tribe_PCT_Tract,Tribe_Names,Tribe_Flag
35,035,000701,140000US35035000701,35035000701,35035000701,Otero County,New Mexico,NM,Census Tract 7.01; Otero County; New Mexico,3444,619,2882,1.6111,0.6797,0.8111,0.3635,2.2164,0.7184,52.6,0.6816,0.6816,0.6816,38.734,0.7049,10.5,0.5875,16.6,0.9702,13.9,0.1997,10,0.0514,9.9,0.6674,11.7,0.5537,3.7348,0.5589,20.6,0.7179,18.9,0.3298,19.7,0.8468,0.2,0.2539,2.1484,0.6347,52.6,0.9923,0,0,0.9923,0.6774,7.5571,0.6352,0.183,0.4757,0,0,0.0234,0.0071,10,0.001,0.4838,0.0975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.284,0.8433,50.7,0.4459,5.4375,0.8288,2.118,0.8701,7.2129,0.394,8.1228,0.1523,68.0305,0.9731,1.5194,0.8802,0.051,0.1765,0,0.1765,0.1765,4.2977,0.1759,11.5,0.7493,1,9.5,0.7131,1,9.7,0.8872,1,17.1,0.5194,0,15.1,0.7943,1,4,0.8,15.2,0.6949,0.6949,0.6949,0,0,9.8,0.6244,0.6244,0.6187,0,0,1,62.6818,0.9225,9,0.01,0.1057,9,1.8333,0.4662,9,0.2372,0.1436,9,0.0278,0,2,1.638,0.4074,2.9573,0.6053,0,0,1559,45.3,34,1,66,1.9,0,0,152,4.4,0,0,0.001488,Mescalero Reservation,1
35,035,000702,140000US35035000702,35035000702,35035000702,Otero County,New Mexico,NM,Census Tract 7.02; Otero County; New Mexico,1638,453,597,1.7392,0.7404,0.7392,0.3073,2.2295,0.7247,51.8,0.6759,0.6759,0.6759,65.8119,0.9585,11.1,0.6116,14.7,0.9547,5.8,0.0522,26.9,0.5801,12.5,0.7675,2.7,0.1062,4.0308,0.6287,17.2,0.5465,35.9,0.9781,18.3,0.7991,0,0,2.3237,0.7637,62.3,0.9966,0,0,0.9966,0.684,8.027,0.7125,0.183,0.4757,0,0,0.0248,0.0081,10,0.001,0.4848,0.0978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.8737,0.5624,38.5,0.3181,5.2083,0.8507,1.7312,0.5919,1.4183,0.3452,22.324,0.2407,0,0,0.5859,0.2108,0.018,0.1421,0,0.1421,0.1421,2.944,0.0267,12.7,0.9179,1,10.2,0.8184,1,13.4,0.9914,1,19.3,0.7509,1,20.3,0.9623,1,5,1,15.2,0.6949,0.6949,0.6949,0,0,7.3,0.4136,0.4136,0.4103,0,0,1,62.0455,0.914,9,0.01,0.1057,9,1.8333,0.4662,9,0.2098,0.1278,9,0,0,0,1.6137,0.395,2.7222,0.4903,0,0,826,50.4,0,0,0,0,0,0,12,0.7,10,0.6,0.006807,Mescalero Reservation,1
35,039,000302,140000US35039000302,35039000302,35039000302,Rio Arriba County,New Mexico,NM,Census Tract 3.02; Rio Arriba County; New Mexico,2843,758,1600,0.7321,0.1761,0.7321,0.3017,1.2438,0.1977,95.2,0.9464,0.9464,0.9464,22.5817,0.3862,14.5,0.7235,0.1,0.0276,11.1,0.1411,18.3,0.2845,14.6,0.8273,18.9,0.7977,3.1879,0.429,16.1,0.4856,21.9,0.5169,13.2,0.5333,8.5,0.8548,2.3906,0.8057,71.2,0.9983,0.5,0.5859,1.5842,0.922,8.1091,0.7252,0.183,0.4757,0,0,0.0345,0.017,10,0.001,0.4937,0.0995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9977,0.5529,14.3,0.1225,3.625,0.9675,1.6429,0.5034,0,0,0,0,0,0,0,0,0.224,0.3214,0,0.3214,0.3214,2.458,0.0069,9.9,0.3015,0,6.4,0.2987,0,6.7,0.4623,0,15.5,0.3269,0,13.5,0.6642,0,0,0,17.6,0.8765,0.8765,0.8765,0,0,8.5,0.5619,0.5619,0.5572,0,0,1,72.5455,0.9541,9,0,0,1,1.2083,0.2829,9,0.1467,0.0913,9,0,0,0,1.3283,0.2835,2.7667,0.5117,33,1.2,2674,94.1,0,0,0,0,0,0,0,0,0,0,0.022683,Ohkay Owingeh,1
35,039,000500,140000US35039000500,35039000500,35039000500,Rio Arriba County,New Mexico,NM,Census Tract 5; Rio Arriba County; New Mexico,3486,641,2956,1.5598,0.6537,0.9598,0.484,2.4802,0.8315,65.1,0.7649,0.7649,0.7649,37.975,0.693,12,0.6455,18.3,0.9785,14.2,0.2059,17.4,0.2517,4.1,0.2936,24,0.8923,3.9605,0.6122,24.6,0.853,19.2,0.3468,27.8,0.9729,0.3,0.2859,2.4586,0.8441,25.2,0.9268,3,0.8419,1.7687,0.979,8.9527,0.8433,0.183,0.4757,0,0,0.0157,0.0027,10,0.001,0.4794,0.0966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.1486,0.7219,45.1,0.3856,5.3993,0.8328,1.9403,0.7602,1.0927,0.3413,0,0,0.4406,0.8233,1.1646,0.5478,0.214,0.3109,0,0.3109,0.3109,3.8952,0.1165,10.2,0.3849,0,9.5,0.7131,1,10.4,0.9321,1,14.5,0.2202,0,17.1,0.8904,1,3,0.6,22,0.9754,0.9754,0.9754,0.0835,0.2388,11.7,0.6762,0.915,0.9062,0,0,1,86.2273,0.997,9,0,0,1,1.2083,0.2829,9,0.069,0.0736,9,0.0556,0.5198,9,1.8733,0.5343,3.7637,0.9204,0,0,2029,58.2,0,0,125,3.6,0,0,32,0.9,84,2.4,3.128367901,"Jicarilla Apache Nation Off-Reservation Trust Land,Jicarilla Apache Nation Reservation,Southern Ute Reservation",1
35,039,944100,140000US35039944100,35039944100,35039944100,Rio Arriba County,New Mexico,NM,Census Tract 9441; Rio Arriba County; New Mexico,6847,590,4804,1.9044,0.8107,1.1044,0.6006,2.4398,0.8154,92.9,0.929,0.929,0.929,45.9364,0.8069,10.7,0.5959,6.7,0.6984,18.8,0.3028,20.4,0.3615,10.9,0.7102,37.6,0.9811,4.4568,0.7234,15,0.4251,23.5,0.6199,12.7,0.5006,1.9,0.5828,2.1284,0.6179,42.8,0.9816,5,0.9036,1.8852,0.9943,9.3994,0.8949,0.183,0.4757,0,0,0.0888,0.122,10,0.001,0.5987,0.1298,0,0,0,0,2.0435,0.4829,0,0,0,0,0,0,0.4829,0.2248,41.7889,0.8092,45.2,0.3866,5.3,0.8425,2.0383,0.824,0,0,27.3377,0.2661,10.4597,0.903,1.1691,0.5499,0.079,0.2031,0,0.2031,0.2031,4.4921,0.2095,11.6,0.7701,1,6.3,0.2876,0,8.2,0.7153,1,18.6,0.6862,1,16,0.845,1,4,0.8,17.6,0.8765,0.8765,0.8765,0,0,8.6,0.565,0.565,0.5601,0,0,1,81.1364,0.9939,9,0,0,1,1.2083,0.2829,9,0.1467,0.0913,9,0,0,0,1.3681,0.2977,2.8096,0.5354,53,0.8,5086,74.3,29,0.4,1128,16.5,0,0,44,0.6,19,0.3,99.98042297,Ohkay Owingeh,1
35,045,000507,140000US35045000507,35045000507,35045000507,San Juan County,New Mexico,NM,Census Tract 5.07; San Juan County; New Mexico,2311,736,3923,1.76,0.7496,0.96,0.4842,2.2257,0.7229,32.7,0.5007,0.5007,0.5007,75.4218,0.9855,4.7,0.2697,24.6,0.9935,48.5,0.733,35.7,0.7838,3.3,0.2234,24.7,0.9014,4.8903,0.8082,10.6,0.2005,41.3,0.9948,12.4,0.4809,1.1,0.4781,2.1543,0.6398,34,0.963,0,0,0.963,0.6416,8.5083,0.7841,0.821,0.7748,0.091,0.5886,0.0699,0.0702,20,0.0434,1.477,0.5003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0964,0.6314,50.9,0.4482,5.3194,0.8417,1.9213,0.7467,0,0,81.9444,0.4819,0,0,0.4819,0.1578,0.354,0.4176,0,0.4176,0.4176,4.2978,0.1759,13.5,0.962,1,8.1,0.5031,0,8.9,0.8079,1,21,0.8675,1,13.7,0.683,1,4,0.8,19.6,0.9467,0.9467,0.9467,0,0,7.1,0.3827,0.3827,0.3796,0,0,1,77.6364,0.9909,9,0,0,1,1.2083,0.2829,9,0.0743,0.0761,9,0,0,0,1.3499,0.2882,2.6793,0.4657,0,0,304,13.2,17,0.7,365,15.8,0,0,69,3,0,0,0.250236988,Navajo Nation Reservation,1
35,047,957501,140000US35047957501,35047957501,35047957501,San Miguel County,New Mexico,NM,Census Tract 9575.01; San Miguel County; New Mexico,2189,502,857,1.5297,0.6384,1.1297,0.619,2.4943,0.8364,81.5,0.8579,0.8579,0.8579,36.7291,0.6719,20.8,0.8517,5.3,0.5748,11.4,0.1473,17.7,0.2628,12.2,0.7574,30.3,0.9511,4.217,0.6715,26.5,0.893,13.2,0.1095,18.1,0.7919,1.5,0.5373,2.3317,0.7693,60.7,0.9961,0,0,0.9961,0.6832,8.4027,0.769,0.274,0.5463,0,0,0.0489,0.0342,10,0.001,0.5815,0.1236,0,0,0.1764,0.3036,0,0,0.0981,0.6453,0,0,0,0,0.9489,0.423,20.2595,0.8834,48.5,0.4222,5.3681,0.836,2.1416,0.8829,1.6959,0.3488,2.4261,0.1163,0.2294,0.8163,1.2814,0.6145,0.193,0.2936,0,0.2936,0.2936,5.247,0.3607,10.8,0.5656,0,8.7,0.5867,0,10,0.9088,1,16.8,0.484,0,17.1,0.8904,1,2,0.4,14.8,0.6522,0.6522,0.6522,0.1037,0.2647,17.6,0.8962,1.1609,0.9859,0,0,1,92.9091,0.9983,9,0,0,1,1.0833,0.244,9,0.3154,0.1648,9,0.1389,0.8557,9,2.2628,0.7101,4.0759,0.9646,23,1.1,1660,75.8,0,0,102,4.7,0,0,0,0,0,0,0,-999,-999
35,049,000202,140000US35049000202,35049000202,35049000202,Santa Fe County,New Mexico,NM,Census Tract 2.02; Santa Fe County; New Mexico,2688,403,2012,0.6967,0.1586,0.4967,0.1453,1.3783,0.2634,36,0.536,0.536,0.536,11.9791,0.149,4,0.2239,8.1,0.7873,21.3,0.3529,13.1,0.1165,2.8,0.1794,16.1,0.7188,2.5278,0.2813,35.6,0.9689,11.2,0.0743,12.4,0.4809,1.9,0.5828,2.1069,0.6001,0.4,0.4741,0,0,0.4741,0.2369,5.6448,0.3084,0.183,0.4757,0,0,0.1052,0.1722,20,0.0434,0.6913,0.1691,0,0,0,0,23.7117,0.6188,0,0,0,0,0,0,0.6188,0.2743,100,0.5514,71.1,0.6764,8.9815,0.486,1.7138,0.5749,11.9831,0.4263,90.1883,0.5178,0,0,0.9441,0.4345,0.332,0.4014,0,0.4014,0.4014,4.3694,0.1883,9.8,0.2758,0,10.8,0.8848,1,6.4,0.4043,0,12.4,0.0658,0,9.6,0.2057,0,1,0.2,15.6,0.7282,0.7282,0.7282,0,0,8.5,0.5619,0.5619,0.5572,0,0,1,83.6818,0.9961,9,0,0,1,2.5833,0.6557,9,0.3249,0.1696,9,0,0,0,1.8214,0.506,3.1115,0.6816,27,1,774,28.8,30,1.1,93,3.5,0,0,34,1.3,11,0.4,0,-999,-999
35,049,000900,140000US35049000900,35049000900,35049000900,Santa Fe County,New Mexico,NM,Census Tract 9; Santa Fe County; New Mexico,3364,460,3250,1.1062,0.3956,1.1062,0.6021,1.3669,0.2571,54,0.6913,0.6913,0.6913,24.1973,0.4211,9.6,0.5491,2.7,0.2576,19.6,0.3188,31.1,0.6903,1.9,0.1075,16.7,0.7387,3.0831,0.4046,37.2,0.9737,10.1,0.0613,21.4,0.8905,1,0.46,2.3855,0.8029,4.6,0.6943,2,0.7834,1.4777,0.872,7.6376,0.6494,0.183,0.4757,0,0,0.1854,0.4092,20,0.0434,0.9283,0.2733,0,0,76.5186,0.7484,45.1869,0.6856,0,0,0,0,0,0,1.434,0.5919,100,0.5514,75.2,0.7227,14.5,0.1294,1.4035,0.2641,76.1638,0.6965,100,0.6136,0,0,1.3101,0.6333,0.659,0.6087,0,0.6087,0.6087,5.6846,0.4568,10.4,0.4446,0,9.1,0.6479,0,6.9,0.5003,0,14.6,0.2302,0,11.2,0.3988,0,0,0,14.8,0.6522,0.6522,0.6522,0,0,8.7,0.5688,0.5688,0.5639,0,0,1,80.5,0.9934,9,0,0,1,0,0,0,0.3249,0.1696,9,0,0,0,1.163,0.2246,2.384,0.2607,0,0,1658,49.3,0,0,23,0.7,0,0,41,1.2,94,2.8,0,-999,-999
35,049,001107,140000US35049001107,35049001107,35049001107,Santa Fe County,New Mexico,NM,Census Tract 11.07; Santa Fe County; New Mexico,5098,574,2792,0.9685,0.3093,0.9685,0.4916,1.6468,0.4085,59.7,0.7303,0.7303,0.7303,28.9132,0.5223,6.2,0.3661,5,0.5426,31.6,0.5283,34.6,0.764,7.4,0.5368,9.8,0.4696,3.7297,0.5576,25.3,0.8692,14,0.1283,20.6,0.8709,0.9,0.4413,2.3097,0.7546,0.3,0.4677,0.4,0.5495,1.0172,0.6915,7.7869,0.6734,0.183,0.4757,0,0,0.2299,0.5291,20,0.0434,1.0482,0.3279,0,0,25.1317,0.563,62.4447,0.7292,0,0,0,0,0,0,1.2922,0.5376,100,0.5514,66.4,0.6224,13.4583,0.2081,1.3819,0.246,48.9214,0.6041,100,0.6136,0,0,1.2177,0.5773,0,0,0,0,0,4.94,0.2951,10.7,0.5367,0,8.7,0.5867,0,7.4,0.5898,0,15.6,0.3384,0,12.2,0.5232,0,0,0,15.4,0.711,0.711,0.711,0,0,8.8,0.5739,0.5739,0.5689,0,0,1,80.5,0.9934,9,0,0,1,2.5833,0.6557,9,0.3249,0.1696,9,0,0,0,1.8187,0.5048,3.1036,0.6783,96,1.9,2636,51.7,154,3,0,0,0,0,135,2.6,21,0.4,0,-999,-999
35,049,001304,140000US35049001304,35049001304,35049001304,Santa Fe County,New Mexico,NM,Census Tract 13.04; Santa Fe County; New Mexico,911,258,817,2.0383,0.8593,1.2383,0.6914,2.7199,0.9094,82.4,0.8627,0.8627,0.8627,40.944,0.7395,22,0.8686,25.3,0.9942,30.1,0.5061,53.7,0.9685,6.8,0.498,14.9,0.6788,5.2537,0.8695,18.7,0.6275,17.3,0.2455,34.5,0.9937,7.6,0.8378,2.7045,0.9409,25.2,0.9268,2.9,0.837,1.7638,0.9781,10.5847,0.982,0.183,0.4757,0,0,0.1651,0.3507,20,0.0434,0.8698,0.2479,0,0,0.0882,0.2981,0,0,0,0,0,0,0,0,0.2981,0.159,80.9697,0.6848,24.8,0.1972,9.9667,0.4247,1.3067,0.191,82.925,0.7198,100,0.6136,27.0871,0.9381,2.2715,0.9751,0,0,0,0,0,4.7461,0.2563,11.4,0.7278,1,6.3,0.2876,0,8.3,0.7304,1,19.3,0.7509,1,16,0.845,1,4,0.8,15.6,0.7282,0.7282,0.7282,0,0,8.6,0.565,0.565,0.5601,0,0,1,79.5455,0.9929,9,0,0,1,2.5833,0.6557,9,0.3249,0.1696,9,0,0,0,1.8182,0.5044,3.1114,0.6816,3,0.3,725,79.6,0,0,0,0,0,0,23,2.5,0,0,0,-999,-999
35,049,010204,140000US35049010204,35049010204,35049010204,Santa Fe County,New Mexico,NM,Census Tract 102.04; Santa Fe County; New Mexico,2038,266,3296,0.5713,0.1057,0.1713,0.0199,1.2769,0.2125,26.2,0.4216,0.4216,0.4216,13.0413,0.1724,2.5,0.126,3,0.2975,8,0.0839,13.7,0.1321,0.7,0.0287,6.4,0.2977,1.1383,0.0502,52.4,0.9921,11.3,0.076,14.2,0.5965,1.6,0.5499,2.2145,0.6864,5.7,0.7184,0,0,0.7184,0.4264,4.4928,0.1468,0.274,0.5463,0,0,0.0475,0.0324,10,0.001,0.5797,0.1226,0,0,0.178,0.3037,0,0,0,0,0,0,0,0,0.3037,0.1613,73.5843,0.7109,16.5,0.1371,5.25,0.8477,1.6957,0.5577,0,0,5.3625,0.1343,0,0,0.1343,0.0552,0.07,0.1941,0,0.1941,0.1941,2.9075,0.0245,9.7,0.2505,0,15.8,0.9901,1,10.4,0.9321,1,10,0.0056,0,12.9,0.6034,0,2,0.4,15.8,0.7425,0.7425,0.7425,0,0,9.5,0.6102,0.6102,0.6046,0,0,1,90.6818,0.998,9,0,0,1,2.5833,0.6557,9,0.312,0.1644,9,0,0,0,1.8181,0.5042,3.1708,0.7056,0,0,479,23.5,0,0,0,0,0,0,55,2.7,0,0,0.107996002,"Pueblo of Pojoaque,San Ildefonso Pueblo,Tesuque Pueblo",1
35,001,001202,140000US35001001202,35001001202,35001001202,Bernalillo County,New Mexico,NM,Census Tract 12.02; Bernalillo County; New Mexico,2934,574,19771,2.1788,0.9019,1.7788,0.9538,2.7337,0.9134,78.5,0.8413,0.8413,0.8413,49.1675,0.8441,23.2,0.8834,1.1,0.0773,52.7,0.7725,34.3,0.7584,19.3,0.9115,11.4,0.541,4.7882,0.7884,14,0.3689,15.7,0.1796,19.9,0.8525,9.9,0.8763,2.2773,0.7316,16.6,0.8653,3.8,0.8733,1.7386,0.9727,9.6454,0.9199,0.456,0.6596,0,0,0.4015,0.8344,30,0.4976,1.9916,0.6846,33.4957,0.9725,86.125,0.781,56.1365,0.7138,0,0,0,0,0,0,2.4673,0.8937,98.8581,0.5843,42.3,0.3572,11.9778,0.313,1.2545,0.1573,49.575,0.6065,94.3454,0.5404,77.485,0.9782,2.1251,0.9581,0,0,0,0,0,7.8385,0.8589,12,0.8415,1,3.3,0.0199,0,4.2,0.0701,0,22.8,0.9378,1,8.1,0.0838,0,2,0.4,16.2,0.767,0.767,0.767,0,0,7.8,0.4978,0.4978,0.4939,0,0,1,56.3182,0.8754,9,0,0,1,2.125,0.5426,9,0.3175,0.165,9,0,0,0,1.583,0.3723,2.8478,0.5549,195,6.6,1927,65.7,93,3.2,48,1.6,0,0,39,1.3,0,0,0,-999,-999
35,001,001300,140000US35001001300,35001001300,35001001300,Bernalillo County,New Mexico,NM,Census Tract 13; Bernalillo County; New Mexico,4089,867,3395,2.6385,0.9912,1.8385,0.9734,3.1485,0.9816,90.5,0.9121,0.9121,0.9121,55.1479,0.8965,30.9,0.9449,10.2,0.8743,24.1,0.4065,31.8,0.7064,8.4,0.5951,38.1,0.9822,5.4059,0.8928,13.3,0.332,21.2,0.4717,15.3,0.6612,12,0.9024,2.3673,0.7917,0.9,0.5341,0.7,0.6382,1.1723,0.7344,9.8576,0.9389,0.365,0.6153,0,0,0.5772,0.9412,30,0.4976,2.0541,0.7112,48.2654,0.9795,100,0.8598,2.2498,0.4864,0,0,0,0,0,0,2.3257,0.8596,100,0.5514,80.2,0.7815,14.4167,0.1347,1.4676,0.3221,100,0.8112,100,0.6136,10.2315,0.9024,2.3272,0.9823,0,0,0,0,0,8.1746,0.8996,11.8,0.8079,1,5.1,0.153,0,8.2,0.7153,1,20.6,0.8444,1,16,0.845,1,4,0.8,16.2,0.767,0.767,0.767,0,0,7.8,0.4978,0.4978,0.4939,0,0,1,43.2727,0.7906,9,0,0,1,2.125,0.5426,9,0.3175,0.165,9,0.0278,0,2,1.4982,0.3413,2.763,0.51,166,4.1,3091,75.6,0,0,198,4.8,0,0,225,5.5,19,0.5,0,-999,-999
35,001,003001,140000US35001003001,35001003001,35001003001,Bernalillo County,New Mexico,NM,Census Tract 30.01; Bernalillo County; New Mexico,4744,730,2843,1.4482,0.595,1.4482,0.8108,1.9879,0.6014,65.1,0.7649,0.7649,0.7649,30.1775,0.5485,10.1,0.5707,5.5,0.5945,38.7,0.6244,32.7,0.7255,6.1,0.4496,20.7,0.8371,4.3503,0.7001,22.7,0.7987,25.7,0.744,10.6,0.3534,3.5,0.703,2.5991,0.9063,0,0,1.5,0.7423,0.7423,0.4431,8.4566,0.7768,0.639,0.727,0,0,0.6777,0.9618,30,0.4976,2.1864,0.7564,0,0,46.3398,0.6484,9.926,0.5548,0,0,0,0,0,0,1.2032,0.5071,100,0.5514,61.2,0.5639,12.625,0.2706,1.3859,0.249,58.5082,0.6374,77.9327,0.4651,0,0,1.1025,0.5164,0.978,0.8233,0,0.8233,0.8233,6.7013,0.6714,10.7,0.5367,0,8.8,0.6013,0,7.3,0.5726,0,15.7,0.3497,0,11.7,0.4619,0,0,0,16.4,0.7807,0.7807,0.7807,0,0,7.8,0.4978,0.4978,0.4939,0,0,1,47.7273,0.8316,9,0,0,1,2.125,0.5426,9,0.3175,0.165,9,0,0,0,1.5392,0.3547,2.8177,0.5397,53,1.1,2760,58.2,0,0,141,3,0,0,136,2.9,0,0,0,-999,-999
35,001,000120,140000US35001000120,35001000120,35001000120,Bernalillo County,New Mexico,NM,Census Tract 1.20; Bernalillo County; New Mexico,2757,669,2433,1.3513,0.5414,0.9513,0.4775,1.8974,0.5524,62.8,0.7503,0.7503,0.7503,55.749,0.9008,7.6,0.4483,19.8,0.9842,41.7,0.66,48.9,0.9415,8.2,0.5842,18.2,0.7802,5.2992,0.8763,12.9,0.3103,27.3,0.8152,9.4,0.2675,0,0,1.393,0.1214,0,0,0,0,0,0,7.4425,0.6156,1.186,0.8653,0,0,0.3262,0.7335,20,0.0434,1.6422,0.5571,0,0,8.2333,0.4522,100,0.8446,0,0,0,0,0,0,1.2968,0.5394,100,0.5514,81.1,0.7921,15.6667,0.0581,1.4016,0.2625,0,0,0,0,0,0,0,0,0.949,0.7925,0,0.7925,0.7925,5.1331,0.3357,11.8,0.8079,1,7.3,0.4021,0,7,0.519,0,18.9,0.7149,1,10.8,0.3476,0,2,0.4,16.2,0.767,0.767,0.767,0,0,7.4,0.4326,0.4326,0.4291,0,0,1,62.6818,0.9225,9,0,0,1,2.125,0.5426,9,0.3175,0.165,9,0,0,0,1.6301,0.4048,2.8297,0.5461,100,3.6,981,35.6,109,4,358,13,0,0,184,6.7,0,0,0,-999,-999
35,001,004749,140000US35001004749,35001004749,35001004749,Bernalillo County,New Mexico,NM,Census Tract 47.49; Bernalillo County; New Mexico,4746,729,2618,1.4049,0.5715,1.0049,0.5215,1.9298,0.57,74.5,0.8182,0.8182,0.8182,59.6029,0.9265,10.8,0.5999,5.8,0.6233,69.1,0.8891,53,0.9655,11.2,0.7221,18,0.775,5.5014,0.9063,16.9,0.5302,21.4,0.4845,9.5,0.2743,4.8,0.7609,2.0499,0.5526,0,0,2.4,0.8105,0.8105,0.4952,9.18,0.8705,0.547,0.6949,0,0,0.5028,0.9128,20,0.0434,1.6511,0.5607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5514,34.6,0.2806,14.75,0.1107,0.9427,0.0332,0,0,100,0.6136,0,0,0.6136,0.2271,0.978,0.8233,0,0.8233,0.8233,4.0307,0.1344,11.8,0.8079,1,6.1,0.2652,0,7,0.519,0,20.4,0.8317,1,12.5,0.5577,0,2,0.4,16.6,0.795,0.795,0.795,0,0,7.8,0.4978,0.4978,0.4939,0,0,1,43.2727,0.7906,9,0,0,1,2.125,0.5426,9,0.3175,0.165,9,0,0,0,1.4982,0.3413,2.791,0.5249,331,7,2953,62.2,31,0.7,121,2.5,10,0.2,91,1.9,0,0,0,-999,-999
35,005,000202,140000US35005000202,35005000202,35005000202,Chaves County,New Mexico,NM,Census Tract 2.02; Chaves County; New Mexico,3670,569,3225,1.843,0.7858,1.043,0.5525,2.4166,0.8063,60.4,0.7351,0.7351,0.7351,60.1973,0.9301,29.9,0.9389,13.8,0.9446,48.7,0.7352,36,0.7894,5.5,0.406,35.6,0.9755,5.7197,0.9361,19.2,0.6525,17.2,0.2409,35.3,0.9947,4.2,0.7365,2.6246,0.9162,0,0,0,0,0,0,9.0794,0.8581,0.639,0.727,0,0,0.1325,0.2554,20,0.0434,1.0258,0.3173,19.7917,0.9632,0,0,0,0,0,0,0,0,0,0,0.9632,0.4275,100,0.5514,77.1,0.7448,9.5069,0.4503,1.7465,0.6057,0,0,100,0.6136,0,0,0.6136,0.2271,0,0,0,0,0,4.3491,0.1849,12.5,0.9009,1,6.3,0.2876,0,8.8,0.7956,1,21.7,0.9018,1,15.4,0.8128,1,4,0.8,17.6,0.8765,0.8765,0.8765,0,0,7.9,0.5131,0.5131,0.5091,0,0,1,63.3182,0.9241,9,0.01,0.1057,9,1.3333,0.3228,9,0.2488,0.1462,9,0.0278,0,2,1.4988,0.3416,2.8884,0.5736,82,2.2,2035,55.4,0,0,10,0.3,0,0,80,2.2,8,0.2,0,-999,-999
